Continente,cod continente,País,cod pais,UF,cod uf,Via,cod via,ano,Mês,cod mes,Chegadas
Ásia,5,Filipinas,43,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Ásia,5,Filipinas,43,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,França,68,Minas Gerais,13,Aéreo,1,2023,Outubro,10,60
Europa,6,França,68,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
África,1,Gana,5,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
África,1,Gana,5,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Grécia,69,Minas Gerais,13,Aéreo,1,2023,Outubro,10,1
Europa,6,Grécia,69,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Guatemala,15,Minas Gerais,13,Aéreo,1,2023,Outubro,10,28
América Central e Caribe,2,Guatemala,15,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Haiti,16,Minas Gerais,13,Aéreo,1,2023,Outubro,10,1
América Central e Caribe,2,Haiti,16,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Holanda,70,Minas Gerais,13,Aéreo,1,2023,Outubro,10,26
Europa,6,Holanda,70,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Honduras,17,Minas Gerais,13,Aéreo,1,2023,Outubro,10,2
América Central e Caribe,2,Honduras,17,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Hungria,71,Minas Gerais,13,Aéreo,1,2023,Outubro,10,3
Europa,6,Hungria,71,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Ásia,5,Índia,44,Minas Gerais,13,Aéreo,1,2023,Outubro,10,1
Ásia,5,Índia,44,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Ásia,5,Indonésia,45,Minas Gerais,13,Aéreo,1,2023,Outubro,10,1
Ásia,5,Irã,46,Minas Gerais,13,Aéreo,1,2023,Outubro,10,2
Europa,6,Irlanda,72,Minas Gerais,13,Aéreo,1,2023,Outubro,10,12
Europa,6,Irlanda,72,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Ásia,5,Israel,47,Minas Gerais,13,Aéreo,1,2023,Outubro,10,3
Ásia,5,Israel,47,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Itália,73,Minas Gerais,13,Aéreo,1,2023,Outubro,10,40
Europa,6,Itália,73,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Outros países,22,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Outros países,22,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Ásia,5,Japão,48,Minas Gerais,13,Aéreo,1,2023,Outubro,10,4
Europa,6,Letônia,74,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Lituânia,75,Minas Gerais,13,Aéreo,1,2023,Outubro,10,1
Europa,6,Lituânia,75,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Luxemburgo,76,Minas Gerais,13,Aéreo,1,2023,Outubro,10,1
Europa,6,Luxemburgo,76,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Ásia,5,Malásia,50,Minas Gerais,13,Aéreo,1,2023,Outubro,10,2
Ásia,5,Malásia,50,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
África,1,Outros países,11,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
África,1,Outros países,11,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
América do Norte,3,México,25,Minas Gerais,13,Aéreo,1,2023,Outubro,10,97
América do Norte,3,México,25,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
África,1,Moçambique,7,Minas Gerais,13,Aéreo,1,2023,Outubro,10,1
Europa,6,Outros países,89,Minas Gerais,13,Aéreo,1,2023,Outubro,10,1
América Central e Caribe,2,Nicarágua,18,Minas Gerais,13,Aéreo,1,2023,Outubro,10,5
América Central e Caribe,2,Nicarágua,18,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Noruega,77,Minas Gerais,13,Aéreo,1,2023,Outubro,10,5
Europa,6,Noruega,77,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Oceania,7,Nova Zelândia,91,Minas Gerais,13,Aéreo,1,2023,Outubro,10,6
América Central e Caribe,2,Panamá,19,Minas Gerais,13,Aéreo,1,2023,Outubro,10,25
América Central e Caribe,2,Panamá,19,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Paraguai,33,Minas Gerais,13,Aéreo,1,2023,Outubro,10,1
América do Sul,4,Paraguai,33,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Peru,34,Minas Gerais,13,Aéreo,1,2023,Outubro,10,15
América do Sul,4,Peru,34,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Polônia,78,Minas Gerais,13,Aéreo,1,2023,Outubro,10,4
Europa,6,Polônia,78,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Portugal,79,Minas Gerais,13,Aéreo,1,2023,Outubro,10,359
Europa,6,Portugal,79,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Reino Unido,80,Minas Gerais,13,Aéreo,1,2023,Outubro,10,21
Europa,6,Reino Unido,80,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Ásia,5,República da Coreia,52,Minas Gerais,13,Aéreo,1,2023,Outubro,10,1
Ásia,5,República da Coreia,52,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
África,1,Outros países,11,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,República Dominicana,20,Minas Gerais,13,Aéreo,1,2023,Outubro,10,6
América Central e Caribe,2,República Dominicana,20,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,República Tcheca,81,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,República Tcheca,81,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Romênia,82,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Romênia,82,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Rússia,83,Minas Gerais,13,Aéreo,1,2023,Outubro,10,3
Europa,6,Rússia,83,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Outros países,22,Minas Gerais,13,Aéreo,1,2023,Outubro,10,1
Europa,6,Suécia,85,Minas Gerais,13,Aéreo,1,2023,Outubro,10,7
Europa,6,Suécia,85,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Suíça,86,Minas Gerais,13,Aéreo,1,2023,Outubro,10,24
Europa,6,Suíça,86,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Ásia,5,Tailândia,54,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Ásia,5,Tailândia,54,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Ásia,5,Taiwan,55,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Ásia,5,Taiwan,55,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Trinidad e Tobago,21,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Turquia,87,Minas Gerais,13,Aéreo,1,2023,Outubro,10,1
Europa,6,Turquia,87,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
Europa,6,Ucrânia,88,Minas Gerais,13,Aéreo,1,2023,Outubro,10,3
Europa,6,Ucrânia,88,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Uruguai,36,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Uruguai,36,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Venezuela,37,Minas Gerais,13,Aéreo,1,2023,Outubro,10,1
América do Sul,4,Venezuela,37,Minas Gerais,13,Aéreo,1,2023,Outubro,10,0
África,1,África do Sul,1,Pará,14,Aéreo,1,2023,Outubro,10,0
África,1,África do Sul,1,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Alemanha,57,Pará,14,Aéreo,1,2023,Outubro,10,102
Europa,6,Alemanha,57,Pará,14,Aéreo,1,2023,Outubro,10,0
África,1,Angola,2,Pará,14,Aéreo,1,2023,Outubro,10,0
África,1,Angola,2,Pará,14,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Argentina,26,Pará,14,Aéreo,1,2023,Outubro,10,1
América do Sul,4,Argentina,26,Pará,14,Aéreo,1,2023,Outubro,10,0
Oceania,7,Austrália,90,Pará,14,Aéreo,1,2023,Outubro,10,2
Oceania,7,Austrália,90,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Áustria,58,Pará,14,Aéreo,1,2023,Outubro,10,6
Europa,6,Áustria,58,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Outros países,89,Pará,14,Aéreo,1,2023,Outubro,10,1
Europa,6,Bélgica,59,Pará,14,Aéreo,1,2023,Outubro,10,5
Europa,6,Bélgica,59,Pará,14,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Bolívia,27,Pará,14,Aéreo,1,2023,Outubro,10,2
América do Sul,4,Bolívia,27,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Bulgária,60,Pará,14,Aéreo,1,2023,Outubro,10,1
Europa,6,Bulgária,60,Pará,14,Aéreo,1,2023,Outubro,10,0
África,1,Cabo Verde,3,Pará,14,Aéreo,1,2023,Outubro,10,4
América do Norte,3,Canadá,23,Pará,14,Aéreo,1,2023,Outubro,10,4
América do Norte,3,Canadá,23,Pará,14,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Chile,28,Pará,14,Aéreo,1,2023,Outubro,10,4
América do Sul,4,Chile,28,Pará,14,Aéreo,1,2023,Outubro,10,0
Ásia,5,China,40,Pará,14,Aéreo,1,2023,Outubro,10,9
Ásia,5,China,40,Pará,14,Aéreo,1,2023,Outubro,10,0
Ásia,5,Outros países,56,Pará,14,Aéreo,1,2023,Outubro,10,0
Ásia,5,Cingapura,42,Pará,14,Aéreo,1,2023,Outubro,10,0
Ásia,5,Cingapura,42,Pará,14,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Colômbia,29,Pará,14,Aéreo,1,2023,Outubro,10,1
América do Sul,4,Colômbia,29,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Costa Rica,12,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Costa Rica,12,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Cuba,13,Pará,14,Aéreo,1,2023,Outubro,10,3
América Central e Caribe,2,Cuba,13,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Dinamarca,62,Pará,14,Aéreo,1,2023,Outubro,10,3
Europa,6,Dinamarca,62,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,El Salvador,14,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,El Salvador,14,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Eslováquia,63,Pará,14,Aéreo,1,2023,Outubro,10,1
Europa,6,Eslováquia,63,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Eslovênia,64,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Espanha,65,Pará,14,Aéreo,1,2023,Outubro,10,19
Europa,6,Espanha,65,Pará,14,Aéreo,1,2023,Outubro,10,0
América do Norte,3,Estados Unidos,24,Pará,14,Aéreo,1,2023,Outubro,10,688
América do Norte,3,Estados Unidos,24,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Estônia,66,Pará,14,Aéreo,1,2023,Outubro,10,1
Ásia,5,Filipinas,43,Pará,14,Aéreo,1,2023,Outubro,10,1
Ásia,5,Filipinas,43,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Finlândia,67,Pará,14,Aéreo,1,2023,Outubro,10,1
Europa,6,Finlândia,67,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,França,68,Pará,14,Aéreo,1,2023,Outubro,10,978
Europa,6,França,68,Pará,14,Aéreo,1,2023,Outubro,10,0
África,1,Gana,5,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Grécia,69,Pará,14,Aéreo,1,2023,Outubro,10,1
Europa,6,Grécia,69,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Guatemala,15,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Guatemala,15,Pará,14,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Guiana,31,Pará,14,Aéreo,1,2023,Outubro,10,3
América do Sul,4,Guiana,31,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Haiti,16,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Haiti,16,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Holanda,70,Pará,14,Aéreo,1,2023,Outubro,10,117
Europa,6,Holanda,70,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Honduras,17,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Honduras,17,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Hungria,71,Pará,14,Aéreo,1,2023,Outubro,10,5
Ásia,5,Índia,44,Pará,14,Aéreo,1,2023,Outubro,10,0
Ásia,5,Índia,44,Pará,14,Aéreo,1,2023,Outubro,10,0
Ásia,5,Indonésia,45,Pará,14,Aéreo,1,2023,Outubro,10,1
Europa,6,Irlanda,72,Pará,14,Aéreo,1,2023,Outubro,10,3
Europa,6,Irlanda,72,Pará,14,Aéreo,1,2023,Outubro,10,0
Ásia,5,Israel,47,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Itália,73,Pará,14,Aéreo,1,2023,Outubro,10,63
Europa,6,Itália,73,Pará,14,Aéreo,1,2023,Outubro,10,0
Ásia,5,Japão,48,Pará,14,Aéreo,1,2023,Outubro,10,6
Ásia,5,Japão,48,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Letônia,74,Pará,14,Aéreo,1,2023,Outubro,10,1
Ásia,5,Líbano,49,Pará,14,Aéreo,1,2023,Outubro,10,0
Ásia,5,Líbano,49,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Outros países,89,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Outros países,89,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Lituânia,75,Pará,14,Aéreo,1,2023,Outubro,10,2
Europa,6,Lituânia,75,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Luxemburgo,76,Pará,14,Aéreo,1,2023,Outubro,10,0
Ásia,5,Malásia,50,Pará,14,Aéreo,1,2023,Outubro,10,1
América do Norte,3,México,25,Pará,14,Aéreo,1,2023,Outubro,10,1
Europa,6,Outros países,89,Pará,14,Aéreo,1,2023,Outubro,10,1
Ásia,5,Outros países,56,Pará,14,Aéreo,1,2023,Outubro,10,1
África,1,Nigéria,8,Pará,14,Aéreo,1,2023,Outubro,10,0
África,1,Nigéria,8,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Noruega,77,Pará,14,Aéreo,1,2023,Outubro,10,48
Europa,6,Noruega,77,Pará,14,Aéreo,1,2023,Outubro,10,0
Oceania,7,Nova Zelândia,91,Pará,14,Aéreo,1,2023,Outubro,10,1
Oceania,7,Nova Zelândia,91,Pará,14,Aéreo,1,2023,Outubro,10,0
Ásia,5,Paquistão,51,Pará,14,Aéreo,1,2023,Outubro,10,0
Ásia,5,Paquistão,51,Pará,14,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Paraguai,33,Pará,14,Aéreo,1,2023,Outubro,10,2
América do Sul,4,Paraguai,33,Pará,14,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Peru,34,Pará,14,Aéreo,1,2023,Outubro,10,2
América do Sul,4,Peru,34,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Polônia,78,Pará,14,Aéreo,1,2023,Outubro,10,6
Europa,6,Polônia,78,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Portugal,79,Pará,14,Aéreo,1,2023,Outubro,10,148
Europa,6,Portugal,79,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Reino Unido,80,Pará,14,Aéreo,1,2023,Outubro,10,32
Europa,6,Reino Unido,80,Pará,14,Aéreo,1,2023,Outubro,10,0
Ásia,5,República da Coreia,52,Pará,14,Aéreo,1,2023,Outubro,10,1
Ásia,5,República da Coreia,52,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,República Dominicana,20,Pará,14,Aéreo,1,2023,Outubro,10,3
América Central e Caribe,2,República Dominicana,20,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,República Tcheca,81,Pará,14,Aéreo,1,2023,Outubro,10,9
Europa,6,República Tcheca,81,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Romênia,82,Pará,14,Aéreo,1,2023,Outubro,10,1
Europa,6,Romênia,82,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Rússia,83,Pará,14,Aéreo,1,2023,Outubro,10,1
Europa,6,Rússia,83,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Outros países,22,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Outros países,22,Pará,14,Aéreo,1,2023,Outubro,10,0
África,1,Outros países,11,Pará,14,Aéreo,1,2023,Outubro,10,1
Europa,6,Suécia,85,Pará,14,Aéreo,1,2023,Outubro,10,2
Europa,6,Suécia,85,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Suíça,86,Pará,14,Aéreo,1,2023,Outubro,10,46
Europa,6,Suíça,86,Pará,14,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Suriname,35,Pará,14,Aéreo,1,2023,Outubro,10,480
América do Sul,4,Suriname,35,Pará,14,Aéreo,1,2023,Outubro,10,0
Ásia,5,Tailândia,54,Pará,14,Aéreo,1,2023,Outubro,10,0
Ásia,5,Tailândia,54,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Trinidad e Tobago,21,Pará,14,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Trinidad e Tobago,21,Pará,14,Aéreo,1,2023,Outubro,10,0
África,1,Tunísia,10,Pará,14,Aéreo,1,2023,Outubro,10,0
África,1,Tunísia,10,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Ucrânia,88,Pará,14,Aéreo,1,2023,Outubro,10,0
Europa,6,Ucrânia,88,Pará,14,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Uruguai,36,Pará,14,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Uruguai,36,Pará,14,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Venezuela,37,Pará,14,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Venezuela,37,Pará,14,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Argentina,26,Outras Unidades da Federação,99,Aéreo,1,2023,Outubro,10,20
América do Sul,4,Argentina,26,Outras Unidades da Federação,99,Aéreo,1,2023,Outubro,10,0
América do Norte,3,Canadá,23,Outras Unidades da Federação,99,Aéreo,1,2023,Outubro,10,1
América do Norte,3,Estados Unidos,24,Outras Unidades da Federação,99,Aéreo,1,2023,Outubro,10,0
América do Norte,3,Estados Unidos,24,Outras Unidades da Federação,99,Aéreo,1,2023,Outubro,10,0
Europa,6,Itália,73,Outras Unidades da Federação,99,Aéreo,1,2023,Outubro,10,0
Europa,6,Itália,73,Outras Unidades da Federação,99,Aéreo,1,2023,Outubro,10,0
África,1,África do Sul,1,Paraná,16,Aéreo,1,2023,Outubro,10,0
África,1,África do Sul,1,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Alemanha,57,Paraná,16,Aéreo,1,2023,Outubro,10,13
Europa,6,Alemanha,57,Paraná,16,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Argentina,26,Paraná,16,Aéreo,1,2023,Outubro,10,25
América do Sul,4,Argentina,26,Paraná,16,Aéreo,1,2023,Outubro,10,0
Oceania,7,Austrália,90,Paraná,16,Aéreo,1,2023,Outubro,10,5
Oceania,7,Austrália,90,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Áustria,58,Paraná,16,Aéreo,1,2023,Outubro,10,1
Europa,6,Áustria,58,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Bélgica,59,Paraná,16,Aéreo,1,2023,Outubro,10,5
Europa,6,Bélgica,59,Paraná,16,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Bolívia,27,Paraná,16,Aéreo,1,2023,Outubro,10,5
América do Sul,4,Bolívia,27,Paraná,16,Aéreo,1,2023,Outubro,10,0
América do Norte,3,Canadá,23,Paraná,16,Aéreo,1,2023,Outubro,10,1
América do Norte,3,Canadá,23,Paraná,16,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Chile,28,Paraná,16,Aéreo,1,2023,Outubro,10,1365
América do Sul,4,Chile,28,Paraná,16,Aéreo,1,2023,Outubro,10,0
Ásia,5,China,40,Paraná,16,Aéreo,1,2023,Outubro,10,3
Ásia,5,China,40,Paraná,16,Aéreo,1,2023,Outubro,10,0
Ásia,5,Cingapura,42,Paraná,16,Aéreo,1,2023,Outubro,10,0
Ásia,5,Cingapura,42,Paraná,16,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Colômbia,29,Paraná,16,Aéreo,1,2023,Outubro,10,33
América do Sul,4,Colômbia,29,Paraná,16,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Costa Rica,12,Paraná,16,Aéreo,1,2023,Outubro,10,2
América Central e Caribe,2,Cuba,13,Paraná,16,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Cuba,13,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Dinamarca,62,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Dinamarca,62,Paraná,16,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,El Salvador,14,Paraná,16,Aéreo,1,2023,Outubro,10,1
América Central e Caribe,2,El Salvador,14,Paraná,16,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Equador,30,Paraná,16,Aéreo,1,2023,Outubro,10,8
América do Sul,4,Equador,30,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Espanha,65,Paraná,16,Aéreo,1,2023,Outubro,10,52
Europa,6,Espanha,65,Paraná,16,Aéreo,1,2023,Outubro,10,0
América do Norte,3,Estados Unidos,24,Paraná,16,Aéreo,1,2023,Outubro,10,26
América do Norte,3,Estados Unidos,24,Paraná,16,Aéreo,1,2023,Outubro,10,0
Ásia,5,Filipinas,43,Paraná,16,Aéreo,1,2023,Outubro,10,0
Ásia,5,Filipinas,43,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,França,68,Paraná,16,Aéreo,1,2023,Outubro,10,23
Europa,6,França,68,Paraná,16,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Outros países,22,Paraná,16,Aéreo,1,2023,Outubro,10,1
América Central e Caribe,2,Guatemala,15,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Holanda,70,Paraná,16,Aéreo,1,2023,Outubro,10,9
Europa,6,Holanda,70,Paraná,16,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Honduras,17,Paraná,16,Aéreo,1,2023,Outubro,10,1
América Central e Caribe,2,Honduras,17,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Hungria,71,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Hungria,71,Paraná,16,Aéreo,1,2023,Outubro,10,0
Ásia,5,Índia,44,Paraná,16,Aéreo,1,2023,Outubro,10,0
Ásia,5,Índia,44,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Irlanda,72,Paraná,16,Aéreo,1,2023,Outubro,10,3
Europa,6,Irlanda,72,Paraná,16,Aéreo,1,2023,Outubro,10,0
Ásia,5,Israel,47,Paraná,16,Aéreo,1,2023,Outubro,10,7
Ásia,5,Israel,47,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Itália,73,Paraná,16,Aéreo,1,2023,Outubro,10,4
Europa,6,Itália,73,Paraná,16,Aéreo,1,2023,Outubro,10,0
Ásia,5,Japão,48,Paraná,16,Aéreo,1,2023,Outubro,10,5
Ásia,5,Japão,48,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Letônia,74,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Letônia,74,Paraná,16,Aéreo,1,2023,Outubro,10,0
Ásia,5,Malásia,50,Paraná,16,Aéreo,1,2023,Outubro,10,0
Ásia,5,Malásia,50,Paraná,16,Aéreo,1,2023,Outubro,10,0
América do Norte,3,México,25,Paraná,16,Aéreo,1,2023,Outubro,10,16
América do Norte,3,México,25,Paraná,16,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Nicarágua,18,Paraná,16,Aéreo,1,2023,Outubro,10,0
América Central e Caribe,2,Nicarágua,18,Paraná,16,Aéreo,1,2023,Outubro,10,0
Oceania,7,Nova Zelândia,91,Paraná,16,Aéreo,1,2023,Outubro,10,0
Oceania,7,Nova Zelândia,91,Paraná,16,Aéreo,1,2023,Outubro,10,0
Ásia,5,Paquistão,51,Paraná,16,Aéreo,1,2023,Outubro,10,3
América do Sul,4,Paraguai,33,Paraná,16,Aéreo,1,2023,Outubro,10,50
América do Sul,4,Paraguai,33,Paraná,16,Aéreo,1,2023,Outubro,10,0
América do Sul,4,Peru,34,Paraná,16,Aéreo,1,2023,Outubro,10,51
América do Sul,4,Peru,34,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Polônia,78,Paraná,16,Aéreo,1,2023,Outubro,10,3
Europa,6,Polônia,78,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Portugal,79,Paraná,16,Aéreo,1,2023,Outubro,10,2
Europa,6,Portugal,79,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Reino Unido,80,Paraná,16,Aéreo,1,2023,Outubro,10,12
Europa,6,Reino Unido,80,Paraná,16,Aéreo,1,2023,Outubro,10,0
Ásia,5,República da Coreia,52,Paraná,16,Aéreo,1,2023,Outubro,10,6
Ásia,5,República da Coreia,52,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,República Tcheca,81,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,República Tcheca,81,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Rússia,83,Paraná,16,Aéreo,1,2023,Outubro,10,1
Europa,6,Rússia,83,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Suécia,85,Paraná,16,Aéreo,1,2023,Outubro,10,5
Europa,6,Suécia,85,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Suíça,86,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Suíça,86,Paraná,16,Aéreo,1,2023,Outubro,10,0
Ásia,5,Taiwan,55,Paraná,16,Aéreo,1,2023,Outubro,10,1
Ásia,5,Taiwan,55,Paraná,16,Aéreo,1,2023,Outubro,10,0
Europa,6,Turquia,87,Paraná,16,Aéreo,1,2023,Outubro,10,2
Europa,6,Ucrânia,88,Paraná,16,Aéreo,1,2023,Outubro,10,1
América do Sul,4,Uruguai,36,Paraná,16,Aéreo,1,2023,Outubro,10,1
América do Sul,4,Uruguai,36,Paraná,16,Aéreo,1,2023,Outubro,10,0
